Date,Open,High,Low,Close,Adj Close,Volume
2015-06-12,46750.000000,46850.000000,45300.000000,45850.000000,45850.000000,874256
2015-06-15,45850.000000,46200.000000,45050.000000,46000.000000,46000.000000,624467
2015-06-16,45950.000000,46000.000000,44100.000000,45200.000000,45200.000000,1256829
2015-06-17,45050.000000,45950.000000,44700.000000,44950.000000,44950.000000,754880
2015-06-18,45400.000000,45850.000000,44300.000000,45350.000000,45350.000000,1019047
2015-06-19,46000.000000,46000.000000,44950.000000,45700.000000,45700.000000,1119432
2015-06-22,45700.000000,46350.000000,45700.000000,45800.000000,45800.000000,512477
2015-06-23,46400.000000,46400.000000,45800.000000,45800.000000,45800.000000,622042
2015-06-24,45800.000000,46450.000000,45600.000000,46450.000000,46450.000000,620683
2015-06-25,46500.000000,46500.000000,45800.000000,45950.000000,45950.000000,860844
2015-06-26,46600.000000,46800.000000,45900.000000,46100.000000,46100.000000,545885
2015-06-29,44950.000000,45300.000000,44650.000000,45100.000000,45100.000000,720322
2015-06-30,45000.000000,45850.000000,44450.000000,45300.000000,45300.000000,1061061
2015-07-01,45050.000000,46200.000000,44600.000000,45600.000000,45600.000000,942662
2015-07-02,46050.000000,46050.000000,44700.000000,44900.000000,44900.000000,783556
2015-07-03,45050.000000,45050.000000,44500.000000,44600.000000,44600.000000,575032
2015-07-06,43900.000000,44300.000000,43650.000000,43850.000000,43850.000000,887338
2015-07-07,43800.000000,44150.000000,43750.000000,44100.000000,44100.000000,666161
2015-07-08,43800.000000,44300.000000,43600.000000,44100.000000,44100.000000,920485
2015-07-09,43550.000000,43900.000000,43400.000000,43800.000000,43800.000000,1520454
2015-07-10,43550.000000,43650.000000,40500.000000,40800.000000,40800.000000,3275903
2015-07-13,41000.000000,41300.000000,40200.000000,41000.000000,41000.000000,1214277
2015-07-14,41250.000000,41350.000000,40500.000000,40650.000000,40650.000000,1003780
2015-07-15,40450.000000,41350.000000,40450.000000,41050.000000,41050.000000,985042
2015-07-16,41050.000000,41300.000000,40700.000000,40950.000000,40950.000000,556517
2015-07-17,40950.000000,40950.000000,40200.000000,40300.000000,40300.000000,1167945
2015-07-20,40600.000000,41050.000000,40400.000000,40850.000000,40850.000000,629497
2015-07-21,40700.000000,43000.000000,40600.000000,42100.000000,42100.000000,1843285
2015-07-22,42300.000000,42700.000000,41300.000000,41750.000000,41750.000000,799767
2015-07-23,41850.000000,43000.000000,41500.000000,42300.000000,42300.000000,1442016
2015-07-24,41950.000000,42300.000000,40800.000000,41800.000000,41800.000000,1012682
